0.134147 37.437 4.16202 0.0295208 6.93e-09 
0.100981 46.4577 7.07657 0.000538645 6.92992e-09 
0.134155 37.437 4.16202 0.0295208 6.93e-09 
0.13414 37.437 4.16202 0.0295208 6.93e-09 
0.13422 37.437 4.16202 0.0295208 6.93e-09 
0.134074 37.437 4.16202 0.0295208 6.93e-09 
0.134147 37.4399 4.16202 0.0295208 6.93e-09 
0.134147 37.434 4.16202 0.0295208 6.93e-09 
0.134147 37.4551 4.16202 0.0295208 6.93e-09 
0.134147 37.4188 4.16202 0.0295208 6.93e-09 
0.134147 37.437 4.16314 0.0295208 6.93e-09 
0.134147 37.437 4.1609 0.0295208 6.93e-09 
0.134147 37.437 4.16585 0.0295208 6.93e-09 
0.134147 37.437 4.1582 0.0295208 6.93e-09 
0.134147 37.437 4.16202 0.0296205 6.93e-09 
0.134147 37.437 4.16202 0.0294213 6.93e-09 
0.134147 37.437 4.16202 0.0305234 6.93e-09 
0.134147 37.437 4.16202 0.0285315 6.93e-09 
0.134147 37.437 4.16202 0.0295208 6.89482e-09 
0.134147 37.437 4.16202 0.0295208 6.89413e-09 
0.134147 37.437 4.16202 0.0295208 6.50699e-09 
0.134147 37.437 4.16202 0.0295208 6.50466e-09 
0.134003 37.2094 4.21898 0.029201 6.93e-09 
0.133427 36.3062 4.45066 0.0279356 6.93e-09 
0.13199 34.0979 5.05694 0.0248722 6.93e-09 
0.127717 27.9002 7.10769 0.0166038 6.93e-09 
0.126854 26.717 7.56777 0.0151016 6.93e-09 
0.127367 27.4171 7.29257 0.0159868 6.93e-09 
0.127539 27.4171 7.29257 0.0159868 6.93e-09 
0.127194 27.4171 7.29257 0.0159868 6.93e-09 
0.127627 27.4171 7.29257 0.0159868 6.93e-09 
0.127106 27.4171 7.29257 0.0159868 6.93e-09 
0.127367 27.4308 7.29257 0.0159868 6.93e-09 
0.127367 27.4033 7.29257 0.0159868 6.93e-09 
0.127367 27.4171 7.29707 0.0159868 6.93e-09 
0.127367 27.4171 7.28806 0.0159868 6.93e-09 
0.127367 27.4171 7.2956 0.0159868 6.93e-09 
0.127367 27.4171 7.28954 0.0159868 6.93e-09 
0.127367 27.4171 7.29257 0.0167502 6.93e-09 
0.127367 27.4171 7.29257 0.0152395 6.93e-09 
0.127367 27.4171 7.29257 0.0181251 6.93e-09 
0.127367 27.4171 7.29257 0.0139696 6.93e-09 
0.127367 27.4171 7.29257 0.0159868 6.50704e-09 
0.127367 27.4171 7.29257 0.0159868 6.5046e-09 
0.127114 27.0033 7.26458 0.0156654 6.93e-09 
0.126104 25.3807 7.15316 0.0144094 6.93e-09 
0.123594 21.5527 6.87839 0.0114801 6.93e-09 
0.119383 15.8054 6.42457 0.00722866 6.93e-09 
0.118434 14.63 6.32356 0.00639257 6.93e-09 
0.117824 13.8978 6.25885 0.00587965 6.93e-09 
0.118047 13.8978 6.25885 0.00587965 6.93e-09 
0.117602 13.8978 6.25885 0.00587965 6.93e-09 
0.117824 13.9074 6.25885 0.00587965 6.93e-09 
0.117824 13.8881 6.25885 0.00587965 6.93e-09 
0.117824 13.913 6.25885 0.00587965 6.93e-09 
0.117824 13.8825 6.25885 0.00587965 6.93e-09 
0.117824 13.8978 6.26132 0.00587965 6.93e-09 
0.117824 13.8978 6.25637 0.00587965 6.93e-09 
0.117824 13.8978 6.25885 0.00708045 6.93e-09 
0.117824 13.8978 6.25885 0.00478673 6.93e-09 
0.117824 13.8978 6.25885 0.00662767 6.93e-09 
